logNo,date,title,link,category,case,domain,brand,model,year,imported,key_type,jobs,outcome,area,notes
223368554746,2024-02-29,기아자동차 k7 스마트키 분실 제작 k3 k5 k8 k9,https://blog.naver.com/yym0072/223368554746,차키(2015~),true,차키,기아,K7,,false,스마트키,분실제작|차문개방,완료,,순정부품 95440-f6510(ygpe) 사용
223367470068,2024-02-28,쌍용 자동차 코란도 c 차키 분실 제작 폴딩키 스마트키,https://blog.naver.com/yym0072/223367470068,차키(2015~),true,차키,쌍용,코란도 C,,false,폴딩키,분실제작|차문개방,완료,경북 경산,불법 주차 차량으로 이동 필요했음
223366315837,2024-02-27,미니쿠퍼 차키 제작 분실 미니쿠페 컨트리맨 클럽맨,https://blog.naver.com/yym0072/223366315837,차키(2015~),true,차키,미니,미니쿠퍼,,true,스마트키,분실제작,완료,,"매입 차량, 판매 위해 예비키 제작"
223365235180,2024-02-26,싼타페 스마트키 분실 제작 tm dm cm 차키 열쇠 자동차키,https://blog.naver.com/yym0072/223365235180,차키(2015~),true,차키,현대,싼타페 TM,,false,스마트키,분실제작,완료,대구 논공 공단,공사현장에서 분실
223364357735,2024-02-25,혼다 pcx 스마트키 분실 제작 오토바이 스쿠터,https://blog.naver.com/yym0072/223364357735,차키(2015~),true,오토바이키,혼다,PCX,,true,스마트키,분실제작,완료,,"SCU 모듈 탈거 후 ID/비밀번호 조회하여 등록, 시간 소요됨"
223363515535,2024-02-24,bmw 528i 스마트키 제작 16년식 추가 예비키 분실,https://blog.naver.com/yym0072/223363515535,차키(2015~),true,차키,BMW,528i,2016,true,스마트키,분실제작|차문개방|트렁크개방,완료,대구 월성동,1개 분실 후 전량 분실 우려로 예비키 제작 의뢰
223362567486,2024-02-23,혼다 오토바이 바이크 키제작 pcx스마트키 분실 제작 육각키,https://blog.naver.com/yym0072/223362567486,차키(2015~),true,오토바이키,혼다,PCX,,true,스마트키,분실제작,완료,대구 달서구,"시트 열고 SCU 탈거해 아이디 확인 후 등록, PCX 육각키는 안장 열어야 제작 가능"
223361375124,2024-02-22,기아 셀토스 스마트키 분실 제작 차키 자동차키 열쇠,https://blog.naver.com/yym0072/223361375124,차키(2015~),true,차키,기아,셀토스,,false,스마트키,분실제작|차문개방|트렁크개방,완료,,운전석 키박스에서 비상키 제작 후 스마트키 등록
223360803461,2024-02-21,야마하 xmax 스마트키 분실 제작 스쿠터 오토바이,https://blog.naver.com/yym0072/223360803461,차키(2015~),true,오토바이키,야마하,XMAX,,true,스마트키,분실제작,완료,,"시트키까지 전부 분실된 상태, 아이디 추출 후 키 프로그램 진행"
223360354456,2024-02-21,닛산 알티마 스마트키 분실 제작 인피니티 차키분실 제작,https://blog.naver.com/yym0072/223360354456,차키(2015~),true,차키,닛산,알티마,,true,스마트키,분실제작|트렁크개방,완료,,현장에서 키등록 후 시동 확인
223359062443,2024-02-20,레이 차키분실 스마트키 분실 열쇠 차키 자동차키 폴딩키,https://blog.naver.com/yym0072/223359062443,차키(2015~),true,차키,기아,레이,2014,false,폴딩키,분실제작|차문개방,완료,,"키박스에서 데이터 판독해 차키가공, 야간 작업으로 시야 어두웠다는 언급"
223357985579,2024-02-19,폭스바겐 골프 리모컨 폴딩키 롱롱키 제작 6세대,https://blog.naver.com/yym0072/223357985579,차키(2015~),true,차키,폭스바겐,골프 6세대,,true,폴딩키,롱롱키제작|리모컨수리,완료,경산 진량공단,기존 순정 리모컨 수신거리 짧아 롱롱키로 교체 제작
223357041327,2024-02-18,코란도c 폴딩키 제작 스마트키 분실 엑티언 카이런,https://blog.naver.com/yym0072/223357041327,차키(2015~),true,차키,쌍용,코란도c,,false,폴딩키,분실제작,완료,대구 수성구,
223356275816,2024-02-17,재규어 xf 스마트키 제작 차키 폴딩키 리모컨 키,https://blog.naver.com/yym0072/223356275816,차키(2015~),false,차키,재규어,XF,2012,true,스마트키,분실제작,안내만,,차키 1개뿐이고 수신거리 짧아 예비키 제작 상담(실제 작업 서술 없음)
223355248417,2024-02-16,기아자동차 k5 차키분실 스마트키 제작 폴딩키 리모컨,https://blog.naver.com/yym0072/223355248417,차키(2015~),true,차키,기아,K5,,false,폴딩키,분실제작,완료,대구 남구 대명동,모하비 스마트키 분실 사례 언급되나 본작업은 K5 폴딩키 제작
223354049277,2024-02-15,펠리세이드 스마트키 분실 제작 펠리세이드차키분실 싼타페,https://blog.naver.com/yym0072/223354049277,차키(2015~),true,차키,현대,펠리세이드,2019,false,스마트키,분실제작,완료,대구 동구 반야월,트렁크·운전석 키박스에서 데이터 판독해 차키 가공
223353434384,2024-02-14,bmw 5gt 스마트키 Bmw520d 차키 분실 제작,https://blog.naver.com/yym0072/223353434384,차키(2015~),true,차키,BMW,5GT|520d,,true,스마트키,분실제작,완료,,"예비키 복제 완료, 트렁크 잠금 시 개방 가능 안내 포함"
223352925930,2024-02-14,sym 오토바이 스쿠터 키 열쇠 🔑 분실 제작 티니 tini110,https://blog.naver.com/yym0072/223352925930,차키(2015~),true,오토바이키,기타,TINI110,,true,불명,분실제작,완료,경산 하양,키통 열쇠 모양 판독 후 현장 키복원
223351790949,2024-02-13,sm7 스마트키 분실 제작 삼성자동차 르노삼성 차키 자동차키 열쇠,https://blog.naver.com/yym0072/223351790949,차키(2015~),true,차키,르노삼성,SM7|SM5,,false,스마트키,분실제작|차문개방,완료,대구 동구 신암동,"노브형 스마트키, 이그니션 시동키박스에서 비상키 제작"
223350947592,2024-02-12,그랜져 hg 스마트키 분실 제작 차키 자동차키,https://blog.naver.com/yym0072/223350947592,차키(2015~),true,차키,현대,그랜져 HG,,false,스마트키,분실제작|트렁크개방,완료,,키박스 실린더에서 데이터 판독해 제작
223350197393,2024-02-11,현대자동차 리베로 차키 시동 키박스 고장 수리 차키안돌아갈때,https://blog.naver.com/yym0072/223350197393,차키(2015~),true,차키,현대,리베로,,false,일반키,이그니션수리,완료,경산 상대온천,"실린더 핀·스프링 손상으로 시동키박스 안돌아감, 완전 탈거 후 수리"
223348825020,2024-02-09,미니쿠퍼 차키 제작 추가키 예비키 복제 예비차키 분실,https://blog.naver.com/yym0072/223348825020,차키(2015~),true,차키,미니,미니쿠퍼,2010,true,스마트키,복사,완료,,차키 1개뿐이라 예비키 추가 복제
223347791105,2024-02-08,쉐보레 자동차 키 열쇠 트랙스 캡티바 차키 분실 제작 윈스톰 스마트키,https://blog.naver.com/yym0072/223347791105,차키(2015~),false,차키,쉐보레,트랙스|캡티바,,false,스마트키,분실제작,안내만,대구 대구공항 지저동,"전화 상담 및 출동 배경 서술뿐, 실제 작업 완료 서술 없음"
223346718641,2024-02-07,뉴비틀 리모컨 롱롱키 폭스바겐 비틀 자동차 차키 제작,https://blog.naver.com/yym0072/223346718641,차키(2015~),true,차키,폭스바겐,뉴비틀,,true,폴딩키,롱롱키제작,완료,,순정 리모컨 수신거리 짧아 롱롱키로 복제 제작
223345487297,2024-02-06,싼타페 스마트키 분실 제작 차키 자동차키 dm tm,https://blog.naver.com/yym0072/223345487297,차키(2015~),true,차키,현대,싼타페,,false,스마트키,분실제작|차문개방,완료,,"잠긴 차량 개방 후 비상키 제작, 스마트키 등록으로 시동 확인"
223344386599,2024-02-05,sm6 스마트키 분실 차키 복제 복원 복사 제작 경산 청도,https://blog.naver.com/yym0072/223344386599,차키(2015~),true,차키,르노삼성,SM6,,false,스마트키,분실제작|차문개방,완료,경산,잠긴 차문 열고 스마트키 등록 후 시동 확인
223343474260,2024-02-04,청도휴게소 감자 야마하 엔멕스 엑스멕스 티맥스 스마트키 분실 제작,https://blog.naver.com/yym0072/223343474260,차키(2015~),false,기타,-,,,,불명,,안내만,청도,"청도휴게소 관련 잡담과 서비스 안내, 실제 작업 서술 없음"
223343127646,2024-02-03,불로 막걸리 신제품 나왔네요 맛있는 막걸리 맛 쥑이주네요,https://blog.naver.com/yym0072/223343127646,차키(2015~),false,기타,-,,,,불명,,불명,불로동,"막걸리 관련 일상 글, 작업 내용 없음"
223342817982,2024-02-03,코란도 c 스마트키 분실 제작 쌍용 차키분실,https://blog.naver.com/yym0072/223342817982,차키(2015~),true,차키,쌍용,코란도c,,false,스마트키,분실제작,완료,대구 수성구,쌍용 전용 진단기 스캐너로 스마트키 등록 후 시동 확인
223342698740,2024-02-03,[1년 전 오늘] sm5 스마트키분실 제작 삼성자동차 르노삼성 차키분실 제작 sm6 qm6 sm7 sm3 qm3,https://blog.naver.com/yym0072/223342698740,차키(2015~),true,차키,르노삼성,SM5,,false,스마트키,분실제작,완료,대구 달서구 상인동,"얼마 전 새로 맞춘 키를 재분실, 현장에서 스마트키 등록"
223341572242,2024-02-02,bmw 430i 스마트키 분실 제작 추가 복제 복원 차키 예비키,https://blog.naver.com/yym0072/223341572242,차키(2015~),true,차키,BMW,430i,,true,스마트키,복사,완료,,"차키 1개뿐인 중고차 매매업자, 예약 후 추가키 제작 완료"
223340538810,2024-02-01,에쿠스 차키 분실 스마트키 잃어버렸을때,https://blog.naver.com/yym0072/223340538810,차키(2015~),true,차키,현대,에쿠스,,false,스마트키,분실제작|차문개방|트렁크개방,완료,,
223340444802,2024-02-01,금고수리 금고고장 IL safe 세이프금고 열기,https://blog.naver.com/yym0072/223340444802,차키(2015~),true,금고,기타,,,,불명,금고개방|배터리교체,완료,대구 혁신도시,"배터리 방전으로 비밀번호 미작동, 건전지 교체 후 정상 작동 확인"
223339372889,2024-01-31,쉐보레 콜로라도 차키 분실 제작 폴딩키 리모컨 제작,https://blog.naver.com/yym0072/223339372889,차키(2015~),false,차키,쉐보레,콜로라도,,true,폴딩키,분실제작,안내만,,
223338031509,2024-01-30,투싼 스마트키 분실 제작 차키 자동차키 열쇠 🔑,https://blog.naver.com/yym0072/223338031509,차키(2015~),true,차키,현대,투싼,2018,false,스마트키,분실제작|차문개방,완료,대구 수성구 신매동,
223337992683,2024-01-30,[3년 전 오늘] sm5 스마트키 분실 제작 차키 열쇠 자동차키 경산 청도 대구 차키분실,https://blog.naver.com/yym0072/223337992683,차키(대표),true,차키,르노삼성,SM5,2018,false,스마트키,분실제작,완료,,
223336844434,2024-01-29,제네시스 스마트키 분실 차키 제작 자동차키,https://blog.naver.com/yym0072/223336844434,차키(2015~),true,차키,제네시스,,,false,스마트키,분실제작|차문개방,완료,,비상키 제작도 가능
223336816753,2024-01-29,"[6년 전 오늘] sm3폴딩키제작,sm3차키분실,sm3,sm5,sm7,qm3,qm5,대구차키분실,경산차키분실,달서구차키분실,수성구차키분실,상인동차키분실",https://blog.naver.com/yym0072/223336816753,차키(2015~),true,차키,르노삼성,SM3,2014,false,폴딩키,분실제작,완료,대구,
223335535842,2024-01-27,야마하 x max 스마트키 엑스멕스 엔멕스 분실 제작,https://blog.naver.com/yym0072/223335535842,차키(2015~),true,오토바이키,야마하,X-MAX,,true,스마트키,분실제작,완료,대구 수성구 사월동,시트 열기용 육각키로 실린더 접근 후 스마트키 아이디 등록
223335379741,2024-01-27,sm6 스마트키 분실 제작 토요일 대구 날씨 ☀️ 좋아요,https://blog.naver.com/yym0072/223335379741,차키(2015~),true,차키,르노삼성,SM6,,false,스마트키,분실제작,완료,,
223335295194,2024-01-27,그랜져 차키분실 제작 리모컨 폴딩키 제작,https://blog.naver.com/yym0072/223335295194,차키(2015~),false,차키,현대,그랜져,,false,폴딩키,분실제작,안내만,,
223334671083,2024-01-26,캐딜락 차키 분실 제작 에스컬레이터,https://blog.naver.com/yym0072/223334671083,차키(2015~),true,차키,캐딜락,에스컬레이드,,true,스마트키,분실제작,완료,,
223334152590,2024-01-26,[3년 전 오늘] 그랜드 체로키 jeep grand Cherokee 차키 열쇠 스마트키 분실 제작,https://blog.naver.com/yym0072/223334152590,차키(대표),false,차키,지프,그랜드 체로키,,true,스마트키,분실제작|차문개방,안내만,,
223333155931,2024-01-25,혼다 pcx 오토바이 아이디 비밀번호 찾기 스마트키 제작,https://blog.naver.com/yym0072/223333155931,차키(2015~),true,오토바이키,혼다,PCX,,true,스마트키,분실제작,완료,,"아이디 모를 때 아이디 찾아 등록, 육각키로 시트 개방 후 작업"
223332672741,2024-01-24,코란도 스포츠 차키분실 제작 스마트키 자동차 폴딩키 열쇠,https://blog.naver.com/yym0072/223332672741,차키(2015~),false,차키,쌍용,코란도 스포츠,,false,스마트키,분실제작|이그니션수리,안내만,,이그니션 키박스 고장 시 수리 가능
223331995701,2024-01-24,스카니아 차문 잠겼을때 차문 열고 차키 분실 제작 복제 복원,https://blog.naver.com/yym0072/223331995701,차키(2015~),true,차키,기타,,,true,불명,차문개방|분실제작|복사,완료,대구,스카니아(트럭) 차문개방 및 열쇠복사
223331991854,2024-01-24,[3년 전 오늘] sm5 차키 제작 복제 복원 분실 스마트키 열쇠 🔑 차키분실,https://blog.naver.com/yym0072/223331991854,차키(대표),true,차키,르노삼성,SM5,,false,스마트키,분실제작,완료,대구 남구 봉덕동,"상담 시 일반 차키로 알았으나 현장에서 노브형 스마트키로 확인, 카드키에 비상키 제작"
223330943870,2024-01-23,시트로엥 자동차 차키분실 스마트키 제작 푸조,https://blog.naver.com/yym0072/223330943870,차키(2015~),false,차키,시트로엥,C4,,true,스마트키,분실제작,안내만,,
223330911971,2024-01-23,태백산 눈산행 대구 나사모산악회 산행,https://blog.naver.com/yym0072/223330911971,차키(2015~),false,기타,기타,,,,불명,기타,안내만,,"산행 후기, 작업 서술 없음"
223328110904,2024-01-20,투싼 차키 스마트키 분실 제작 is tl 투싼스마트키분실,https://blog.naver.com/yym0072/223328110904,차키(2015~),true,차키,현대,투싼,2019,false,폴딩키,분실제작,완료,대구 지저동,대구공항 주변 주차장 이용객 분실 문의 잦음
223327107457,2024-01-19,르노 삼성 자동차 sm6 스마트키 분실 제작 qm6 차키 자동차키,https://blog.naver.com/yym0072/223327107457,차키(2015~),true,차키,르노삼성,SM6,2017,false,스마트키,분실제작|차문개방,완료,,
223327092332,2024-01-19,티볼리 에어 차키 쌍용 스마트키 분실 제작 열쇠 대구 경산 청도 현풍 하양 진량 티볼리차키분실,https://blog.naver.com/yym0072/223327092332,차키(대표),false,차키,쌍용,티볼리 에어,2018,false,스마트키,분실제작,안내만,,
223326027768,2024-01-18,현대자동차 아반떼 xd HD MD ad 차키 분실 스마트키분실 제작,https://blog.naver.com/yym0072/223326027768,차키(2015~),true,차키,현대,아반떼 MD,2012,false,스마트키,분실제작,완료,경산 진량공단,
223326004481,2024-01-18,"[7년 전 오늘] 티볼리차키제작,티볼리자동차키,티볼리차키분실,티볼리폴딩키,대구차키분실,대구차키제작",https://blog.naver.com/yym0072/223326004481,차키(2015~),false,차키,쌍용,티볼리,,false,폴딩키,분실제작,안내만,,
223324965844,2024-01-17,야마하 엔멕스 스마트키 n max 야마하 오토바이 스쿠터,https://blog.naver.com/yym0072/223324965844,차키(2015~),true,오토바이키,야마하,N-MAX,,true,스마트키,분실제작,완료,,아이디 비밀번호 몰라 확인 후 등록
223324944087,2024-01-17,[2년 전 오늘] 콜로라도 폴딩키 리모컨 폴딩키제작 21년식 콜로라도차키 대구차키분실 경산 청도 현풍,https://blog.naver.com/yym0072/223324944087,차키(2015~),true,차키,쉐보레,콜로라도,2021,false,폴딩키,분실제작,완료,대구 달서구 상인동,"기존 리모컨 분리형을 일체형 폴딩키로 제작, 기존 2개+신규 1개 총 3개"
223323745886,2024-01-16,기아자동차 k3 차키분실 폴딩키 리모컨 분실 스마트키 제작,https://blog.naver.com/yym0072/223323745886,차키(2015~),true,차키,기아,K3,,false,폴딩키,분실제작,완료,,
223323743486,2024-01-16,[1년 전 오늘] bmw530d 스마트키 제작 bmw520d 차키분실 제작,https://blog.naver.com/yym0072/223323743486,차키(2015~),true,차키,BMW,520d,,true,스마트키,분실제작|차문개방|트렁크개방,완료,,
223323108042,2024-01-15,혼다 오토바이 바이크 pcx 스마트키 분실 제작,https://blog.naver.com/yym0072/223323108042,차키(2015~),false,오토바이키,혼다,PCX,,true,스마트키,분실제작,안내만,,
223321848252,2024-01-14,[3년 전 오늘] 그랜져 hg 스마트키 분실 열쇠 제작 차키 자동차키,https://blog.naver.com/yym0072/223321848252,차키(대표),true,차키,현대,그랜저 HG,,false,스마트키,분실제작|차문개방|이그니션수리,완료,대구 수성구 중동,
223321599059,2024-01-13,"[6년 전 오늘] bmw차문열기,BMW차문잠금해제,bmw차키제작,bmw차키분실,대구차키분실,대구차키제작,자동차열쇠",https://blog.naver.com/yym0072/223321599059,차키(2015~),false,차키,BMW,520d,,true,스마트키,분실제작|차문개방|트렁크개방,안내만,,
223321310767,2024-01-13,혼다 오토바이 바이크 포르자 pcx 스마트키 육각키 분실 제작,https://blog.naver.com/yym0072/223321310767,차키(2015~),false,오토바이키,혼다,포르자,,true,스마트키,분실제작,안내만,,
223321083169,2024-01-13,포터2 차키분실 제작 리모컨 폴딩키 스마트키,https://blog.naver.com/yym0072/223321083169,차키(2015~),true,차키,현대트럭,포터2,,false,스마트키,분실제작,완료,대구 북구 경대북문,
223321062081,2024-01-13,[2년 전 오늘] 폭스바겐 폴로 롱롱키 파사트 cc 리모컨 폴딩키 제작,https://blog.naver.com/yym0072/223321062081,차키(2015~),true,차키,폭스바겐,폴로,,true,롱롱키,리모컨수리,완료,,수신거리 짧을 때 롱롱키로 개선
223319987171,2024-01-12,지프 스마트키 분실 제작 지프 레니게이드 루비콘 체로키 랭글러,https://blog.naver.com/yym0072/223319987171,차키(2015~),false,차키,지프,,,true,스마트키,분실제작,안내만,,
223319965219,2024-01-12,[3년 전 오늘] qm3 열쇄 sm3 스마트키 열쇠 분실 제작,https://blog.naver.com/yym0072/223319965219,차키(대표),true,차키,르노삼성,QM3,,false,스마트키,분실제작,완료,,제작 방법이 다소 까다로운 차종
223318829585,2024-01-11,[1년 전 오늘] 푸조 3008 차키분실 폴딩키제작 스마트키 분실 차키 열쇠 제작,https://blog.naver.com/yym0072/223318829585,차키(2015~),true,차키,푸조,3008,,true,폴딩키,분실제작|차문개방,완료,,
223318370208,2024-01-10,이글 금고 다이얼 금고수리 금고고장 금고열기,https://blog.naver.com/yym0072/223318370208,차키(2015~),true,금고,기타,,,,불명,금고개방,완료,대구 서구 성서공단,
223316861014,2024-01-09,[2년 전 오늘] k5 스마트키 분실 차키 열쇠 제작 k5차키,https://blog.naver.com/yym0072/223316861014,차키(2015~),true,차키,기아,K5,,false,스마트키,분실제작|차문개방,완료,대구 달서구 성서공단,
223316857323,2024-01-09,티볼리 스마트키 분실 제작 쌍용 스마트키분실 차키 자동차키,https://blog.naver.com/yym0072/223316857323,차키(2015~),false,차키,쌍용,티볼리,,false,스마트키,분실제작,안내만,,
223309812201,2024-01-02,혼다 어코드 차키 분실 스마트키 폴딩키 리모컨 제작,https://blog.naver.com/yym0072/223309812201,차키(2015~),true,차키,혼다,어코드,,true,스마트키,분실제작,완료,대구 서구 비산동,
223305323251,2023-12-28,쌍용 자동차 렉스턴 W 스마트키 분실 제작,https://blog.naver.com/yym0072/223305323251,차키(2015~),true,차키,쌍용,렉스턴 W,,false,스마트키,분실제작,완료,,
223303214519,2023-12-26,기아자동차 k3 스마트키 분실 차키 자동차키 제작,https://blog.naver.com/yym0072/223303214519,차키(2015~),false,차키,기아,K3,,false,스마트키,분실제작,안내만,,
223302796863,2023-12-25,기아 자동차 k7 시동키박스 고장 수리 엔진시동키박스,https://blog.naver.com/yym0072/223302796863,차키(2015~),true,차키,기아,K7,,false,스마트키,이그니션수리,완료,,그랜저 TG 키박스 고장 수리도 다수 취급
223301943556,2023-12-24,체어맨 h 스마트키 분실 렉스턴 w 차키 분실 쌍용 코란도 투리스모 티볼리,https://blog.naver.com/yym0072/223301943556,차키(2015~),true,차키,쌍용,체어맨 H,,false,스마트키,분실제작,완료,,
223299431620,2023-12-21,혼다 pcx 스마트키 분실 제작 혼다 오토바이 키 잃어버렸을때,https://blog.naver.com/yym0072/223299431620,차키(2015~),false,오토바이키,혼다,PCX,,true,스마트키,분실제작,안내만,송현동,
223299114408,2023-12-21,기아자동차 k7 스마트키 차키 자동차키 분실 제작,https://blog.naver.com/yym0072/223299114408,차키(2015~),true,차키,기아,K7,,false,스마트키,분실제작|차문개방,완료,대구 동구 반야월,비상키로 차문 개방
223298063241,2023-12-20,미니쿠퍼 차키 분실 제작 미니쿠페 자동차 🚗,https://blog.naver.com/yym0072/223298063241,차키(2015~),true,차키,미니,쿠퍼,,true,스마트키,분실제작,완료,대구 수성구 중동,
223296007382,2023-12-18,싼타페 스마트키 분실 제작 cm dm tm 차키 자동차키,https://blog.naver.com/yym0072/223296007382,차키(2015~),true,차키,현대,싼타페 DM,,false,스마트키,분실제작,완료,대구 달서구 죽전동,"스마트키 1개만 등록, 추가 제작 가능"
223295395275,2023-12-17,현대 대형 트럭 트라고 엑시언트 스마트키 분실 제작,https://blog.naver.com/yym0072/223295395275,차키(2015~),false,차키,현대트럭,트라고|엑시언트,,false,스마트키,분실제작,안내만,,
223293273340,2023-12-15,코란도 c 스마트키 분실 제작 쌍용 자동차 차키 자동차키 열쇠,https://blog.naver.com/yym0072/223293273340,차키(2015~),true,차키,쌍용,코란도 C,,false,스마트키,분실제작,완료,,
223292109584,2023-12-14,포드 익스플로러 스마트키 분실 제작 차키 자동차키 열쇠,https://blog.naver.com/yym0072/223292109584,차키(2015~),true,차키,포드,익스플로러,2013,true,스마트키,분실제작|차문개방,완료,대구 수성구 수성동,
223291077187,2023-12-13,쌍용 스마트키 분실 제작 코란도 티볼리 렉스턴 투리스모 칸 토레스,https://blog.naver.com/yym0072/223291077187,차키(2015~),true,차키,쌍용,코란도스포츠,,false,폴딩키,분실제작,완료,대구 북구 고성동,
223290230858,2023-12-12,기아 모닝 차키분실 제작 모닝열쇠제작 폴딩키 제작,https://blog.naver.com/yym0072/223290230858,차키(2015~),true,차키,기아,모닝,2008,false,폴딩키,분실제작,완료,대구 서구 비산동,
223287126486,2023-12-08,sm6 폴딩키 분실 차키 sm6차키 제작,https://blog.naver.com/yym0072/223287126486,차키(2015~),true,차키,르노삼성,SM6,,false,폴딩키,분실제작,완료,대구 동구 동촌동,
223286401722,2023-12-08,그랜져 tg 키박스 고장 수리 시동키박스안돌아갈때 nf yf 뉴모닝 기아 현대 대우,https://blog.naver.com/yym0072/223286401722,차키(2015~),true,차키,현대,그랜저 TG,,false,폴딩키,이그니션수리|트렁크개방,완료,,
223285301878,2023-12-07,혼다 pcx 스마트키 분실 제작 야마하 오토바이 엔맥스 엑스멕스 티맥스,https://blog.naver.com/yym0072/223285301878,차키(2015~),true,오토바이키,혼다,PCX,2021,true,스마트키,분실제작,완료,,
223282134727,2023-12-04,bmw x3 스마트키 제작 차키 자동차키 분실,https://blog.naver.com/yym0072/223282134727,차키(2015~),true,차키,BMW,X3 F25,2015,true,스마트키,분실제작,완료,,
223279900139,2023-12-01,qm3 스마트키 분실 제작 북구 학정동 sm3스마트키 삼성 자동차,https://blog.naver.com/yym0072/223279900139,차키(2015~),true,차키,르노삼성,QM3,2015,false,스마트키,분실제작,완료,대구 북구 학정동,스마트키 등록 작업이 까다로움
223276937014,2023-11-28,지프 랭글러 폴딩키 제작 jeep key 🔑 레니게이드 루비콘 체로키 스마트키 차키,https://blog.naver.com/yym0072/223276937014,차키(2015~),true,차키,지프,랭글러,,true,폴딩키,분실제작|차문개방,완료,,
223274252311,2023-11-25,sm5스마트키 분실 했을때 sm5차키 제작,https://blog.naver.com/yym0072/223274252311,차키(2015~),true,차키,르노삼성,SM5,,false,스마트키,분실제작|트렁크개방,완료,대구 남구 봉덕동,
223273462680,2023-11-24,혼다 어코드 차키 자동차키 스마트키 분실 제작,https://blog.naver.com/yym0072/223273462680,차키(2015~),false,차키,혼다,어코드,,true,스마트키,분실제작|차문개방|트렁크개방,안내만,,
223271510071,2023-11-22,야마하 n max 엔맥스 엔멕스 엑스맥스 엑스멕스 x max,https://blog.naver.com/yym0072/223271510071,차키(2015~),true,오토바이키,야마하,N-MAX,,true,스마트키,분실제작,완료,대구 동구 방촌동,
223268056612,2023-11-18,쉐보레 자동차 스파크 차키분실 제작 스마트키 폴딩키 리모컨,https://blog.naver.com/yym0072/223268056612,차키(2015~),false,차키,쉐보레,스파크,,false,스마트키,분실제작|복사,안내만,,
223267264367,2023-11-17,Bmw520d 스마트키 분실 제작 bmw 차키 트렁크,https://blog.naver.com/yym0072/223267264367,차키(2015~),true,차키,BMW,520d,,true,스마트키,분실제작|차문개방|트렁크개방,완료,,
223266235763,2023-11-16,쌍용 자동차 차키 자동차키 스마트키 분실 제작 코란도 티볼리 렉스턴 투리스모,https://blog.naver.com/yym0072/223266235763,차키(2015~),false,차키,쌍용,,,false,스마트키,분실제작,안내만,,
223266126781,2023-11-16,그랜져hg 스마트키 제작 그랜져차키분실,https://blog.naver.com/yym0072/223266126781,차키(2015~),true,차키,현대,그랜저 HG,,false,스마트키,분실제작,완료,대구 수성구 신매동,
223265095575,2023-11-15,아반떼 차키분실 제작 폴딩키 스마트키분실,https://blog.naver.com/yym0072/223265095575,차키(2015~),true,차키,현대,아반떼,,false,폴딩키,분실제작|트렁크개방,완료,대구 동구 방촌동,
223264194643,2023-11-14,"대구차키분실,대구차키제작,대구자동차키제작,대구차키분실,대구차키제작,자동차키제작,차키분실",https://blog.naver.com/yym0072/223264194643,차키(2015~),false,차키,불명,,,,불명,분실제작,안내만,,
223263192578,2023-11-13,혼다시빅차키분실 제작 혼다차키 시빅차키 스마트키 분실,https://blog.naver.com/yym0072/223263192578,차키(2015~),true,차키,혼다,시빅,,true,폴딩키,분실제작|차문개방,완료,대구 동구 방촌동,
223260977752,2023-11-10,sm5 스마트키 분실 제작 경산 오거리 시장,https://blog.naver.com/yym0072/223260977752,차키(2015~),true,차키,르노삼성,SM5,2014,false,스마트키,분실제작,완료,경산 오거리 시장,
223257806255,2023-11-07,현대자동차 캐스퍼 스마트키 분실 차키 제작,https://blog.naver.com/yym0072/223257806255,차키(2015~),true,차키,현대,캐스퍼,,false,스마트키,분실제작,완료,대구 수성구 들안길,"키 두 개 모두 분실, 순정부품 사용"
223256050849,2023-11-05,쏘렌토 스마트키 분실 제작 차키 자동차키 열쇠 기아자동차,https://blog.naver.com/yym0072/223256050849,차키(2015~),true,차키,기아,쏘렌토,2010,false,스마트키,분실제작|차문개방,완료,,
223254294607,2023-11-03,푸조 스마트키 분실 508 차키분실 제작 308 2008 3008 5008,https://blog.naver.com/yym0072/223254294607,차키(2015~),true,차키,푸조,508,,true,스마트키,분실제작|차문개방,완료,,
223252527646,2023-11-01,sm3 스마트키 분실 차키 제작 자동차키 열쇠,https://blog.naver.com/yym0072/223252527646,차키(2015~),true,차키,르노삼성,SM3,,false,스마트키,분실제작,완료,대구 동구 방촌동,
223250352533,2023-10-30,현대 포터2 차키분실 제작 봉고3 차키 잃어버렸을때,https://blog.naver.com/yym0072/223250352533,차키(2015~),true,차키,현대,포터2,,false,불명,분실제작|이그니션수리,완료,대구 서문시장,"시동키박스 수리 포함, 이모빌라이저 키등록"
223248913898,2023-10-28,쉐보레 자동차 스파크 차키분실 제작 스마트키 리모컨 폴딩키,https://blog.naver.com/yym0072/223248913898,차키(2015~),true,차키,쉐보레,스파크,2021,false,폴딩키,분실제작,완료,,
223248743341,2023-10-28,벤츠 e350 w211 차키분실 제작 벤츠차키 벤츠트렁크,https://blog.naver.com/yym0072/223248743341,차키(2015~),true,차키,벤츠,W211,2004,true,일반키,분실제작|차문개방|트렁크개방,완료,대구 북구 팔달시장,"스마트키 아직 제작 안됨, 비상키(일반키)로 제작"
223247819088,2023-10-27,sm5 스마트키 분실 제작 구형 신형 노브형 버튼식,https://blog.naver.com/yym0072/223247819088,차키(2015~),true,차키,르노삼성,SM5,,false,스마트키,분실제작,완료,경산 하양 파크골프장,구형 노브형 스마트키
